Unnamed: 0,drugName,condition,review,rating,date,usefulCount,drug_class,sentiment,sentiment_label,Review_Sentiment,review_clean,sentiment_clean,review_clean_ss,sentiment_clean_ss,count_word,count_unique_word,count_letters,count_punctuations,count_words_upper,count_words_title,count_stopwords,mean_word_len,Year,month,day
198429,32,1,"""I was on Bydureon for about 2 months, I really noticed the loss of appetite and lost my sweet tooth. My weight came down and my blood sugar levels dropped from 8.5 to 6.0. I was really happy with the medicine until the known side effects started to show. They were nausea this happened approx once a week in the fourth week in on taking the medicine and bloating, indigestion, a lot of passing wind and acidy burps. Also I felt a bump and itchy feeling around injection area whenever I injected. If they can sort out these side effects then it would be really fantastic for people with Type 2 diabetes. I was really reluctant to stop but the horrible nausea beat me.  """,6,2013-05-28,34,oral hypoglycemics,0.09930555555555556,positive,1.0,bydureon 2 month realli notic loss appetit lost sweet tooth weight came blood sugar level drop 8 5 6 0 realli happi medicin known side effect start show nausea happen approx onc week fourth week take medicin bloat indigest lot pass wind acidi burp also felt bump itchi feel around inject area whenev inject sort side effect would realli fantast peopl type 2 diabet realli reluct stop horribl nausea beat,0.0648148148148148,i was on bydureon for about 2 months i really noticed the loss of appetite and lost my sweet tooth my weight came down and my blood sugar levels dropped from 8 5 to 6 0 i was really happy with the medicine until the known side effects started to show they were nausea this happened approx once a week in the fourth week in on taking the medicine and bloating indigestion a lot of passing wind and acidy burps also i felt a bump and itchy feeling around injection area whenever i injected if they can sort out these side effects then it would be really fantastic for people with type 2 diabetes i was really reluctant to stop but the horrible nausea beat me,0.09930555555555556,126,89,656,14,6,12,55,4.214285714285714,2013,5,28
231485,75,0,"""I take trazodone to help balance the effects Cymbalta had on my sleep and to help with my depression. My experience has been wonderful, helps me fall asleep and sleep restfully. Together with Cymbalta, Trazodone has completely eradicated my depression.""",10,2016-06-01,63,opiod analgesics,0.55,positive,1.0,take trazodon help balanc effect cymbalta sleep help depress experi wonder help fall asleep sleep rest togeth cymbalta trazodon complet erad depress,-0.06666666666666667,i take trazodone to help balance the effects cymbalta had on my sleep and to help with my depression my experience has been wonderful helps me fall asleep and sleep restfully together with cymbalta trazodone has completely eradicated my depression,0.55,40,28,247,7,1,6,17,5.2,2016,6,1
136286,65,2,"""Using this for parasomnia, bph and bp. Kind of silver bullet. But my new doc tried to give me the brand name... Is it an extended release or just much more expensive? I only take it at night and dizziness hasnt been an issue. Seems to work as well as other bph meds that I have tried, my bp has also been reasonable. Seems to make sleepwalking more infrequent which is why I tried it.""",6,2016-11-06,2,alpha blocker,0.16392045454545454,positive,1.0,use parasomnia bph bp kind silver bullet new doc tri give brand name extend releas much expens onli take night dizzi hasnt issu seem work well bph med tri bp also reason seem make sleepwalk infrequ whi tri,0.32227272727272727,using this for parasomnia bph and bp kind of silver bullet but my new doc tried to give me the brand name is it an extended release or just much more expensive i only take it at night and dizziness hasnt been an issue seems to work as well as other bph meds that i have tried my bp has also been reasonable seems to make sleepwalking more infrequent which is why i tried it,0.16392045454545454,75,57,373,13,3,9,38,3.986666666666667,2016,11,6
156581,29,1,"""Initial use info and review. Little dizzy and nausea the first day. So far, blood sugar readings are dropping. Was around 107-117. Now at 83. A1C is at 6.7. Looking forward to dropping THAT number. Next A1C read is in mid July. No other adverse affects so far.

(This &quot;Anti-Spam&quot; verification is ridiculous)""",8,2017-05-30,13,oral hypoglycemics,-0.0009259259259259226,negative,1.0,initi use info review littl dizzi nausea first day far blood sugar read drop around 107 117 83 a1c 6 7 look forward drop number next a1c read mid juli advers affect far quot anti spam quot verif ridicul,0.08541666666666665,initial use info and review little dizzy and nausea the first day so far blood sugar readings are dropping was around 107 117 now at 83 a1c is at 6 7 looking forward to dropping that number next a1c read is in mid july no other adverse affects so far this quot anti spam quot verification is ridiculous,-0.0009259259259259226,58,49,302,21,3,12,18,4.224137931034483,2017,5,30
198434,32,1,"""My a1c is in the normal range now, and I have lost 42 lbs. All my labs are great due to the weight loss. I have been on 10mcg for over 2 years. My last a1c was so good last time, my doctor wants me to decrease to 5mcg. I have been to several dermatologists over the last 2 years trying to figure out why I am having hair loss, unhealthy hair, and change in texture. I never wanted to attribute it to the Byetta although the hair loss started a few months after I began taking it. I am now so desperate to stop the hair loss, I&#039;m considering stopping the Byetta. I can&#039;t decide which would be worse - being bald or gaining back 42 pounds! I would really love to know if the person who recently posted had any hair regrowth after stopping Byetta.""",10,2013-03-20,33,oral hypoglycemics,0.039062499999999986,positive,1.0,a1c normal rang lost 42 lbs lab great due weight loss 10mcg 2 year last a1c good last time doctor want decreas 5mcg sever dermatologist last 2 year tri figur whi hair loss unhealthi hair chang textur never want attribut byetta although hair loss start month began take desper stop hair loss im consid stop byetta cant decid would wors bald gain back 42 pound would realli love know person recent post ani hair regrowth stop byetta,0.1659090909090909,my a1c is in the normal range now and i have lost 42 lbs all my labs are great due to the weight loss i have been on 10mcg for over 2 years my last a1c was so good last time my doctor wants me to decrease to 5mcg i have been to several dermatologists over the last 2 years trying to figure out why i am having hair loss unhealthy hair and change in texture i never wanted to attribute it to the byetta although the hair loss started a few months after i began taking it i am now so desperate to stop the hair loss im considering stopping the byetta i cant decide which would be worse being bald or gaining back 42 pounds i would really love to know if the person who recently posted had any hair regrowth after stopping byetta,0.039062499999999986,146,92,726,23,9,15,68,3.9794520547945207,2013,3,20
198026,55,2,"""I took Lopressor for 24 years it worked very well in lowering my blood pressure and even calming my anxiety but lately it doesn&#039;t work on me very well as before, I guess the doctor will change it.""",10,2014-06-24,55,beta blockers,0.03333333333333335,positive,1.0,took lopressor 24 year work veri well lower blood pressur even calm anxieti late doesnt work veri well befor guess doctor chang,2.7755575615628914e-17,i took lopressor for 24 years it worked very well in lowering my blood pressure and even calming my anxiety but lately it doesnt work on me very well as before i guess the doctor will change it,0.03333333333333335,38,32,193,7,2,3,16,4.105263157894737,2014,6,24
198302,32,1,"""I started Bydueron 10 weeks ago.  I was fine the first 6 weeks.  On week 7, I became extremely ill.  Vomiting, explosive diarrhea, gas pains and bloating like never before, long flatulence every few minutes (how embarrassing!), and sulfur-tasting belching (like rotten eggs).  Endo dr. said it wasn&#039;t the med.  I went to my primary doctor because I wasn&#039;t sure if it was a virus.  All of my tests came back negative.  Third week, same thing.  I decided not to take the injection and notified endo. She told me to stop metformin and resume shot.  Last week, had shot and condition worsened.  She finally told me to stop the injections.  It&#039;s been four weeks of suffering.  Not worth it!  This stuff is poison to me!""",1,2016-11-10,29,oral hypoglycemics,0.01659226190476192,positive,0.0,start bydueron 10 week ago fine first 6 week week 7 becam extrem ill vomit explos diarrhea gas pain bloat like never befor long flatul everi minut embarrass sulfur tast belch like rotten egg endo dr said wasnt med went primari doctor becaus wasnt sure virus test came back negat third week thing decid take inject notifi endo told stop metformin resum shot last week shot condit worsen final told stop inject four week suffer worth stuff poison,0.022222222222222227,i started bydueron 10 weeks ago i was fine the first 6 weeks on week 7 i became extremely ill vomiting explosive diarrhea gas pains and bloating like never before long flatulence every few minutes how embarrassing and sulfur tasting belching like rotten eggs endo dr said it wasnt the med i went to my primary doctor because i wasnt sure if it was a virus all of my tests came back negative third week same thing i decided not to take the injection and notified endo she told me to stop metformin and resume shot last week had shot and condition worsened she finally told me to stop the injections its been four weeks of suffering not worth it this stuff is poison to me,0.0261904761904762,126,91,670,40,6,17,44,4.325396825396825,2016,11,10
32548,52,2,"""I was just prescribed this medicine 3 days ago for high blood pressure, running an average of 139/90. I am 38 with high blood pressure and strokes that run in the family. 
Day two and three I have had a severe temporal headache and itchy throat. Called the doctor but only suggested sinus medication at this time. I am taking 5mg once a day.""",7,2010-10-14,26,ace inhibitor,0.0425,positive,1.0,prescrib medicin 3 day ago high blood pressur run averag 139 90 38 high blood pressur stroke run famili day two three sever tempor headach itchi throat call doctor onli suggest sinus medic time take 5mg onc day,0.16,i was just prescribed this medicine 3 days ago for high blood pressure running an average of 139 90 i am 38 with high blood pressure and strokes that run in the family day two and three i have had a severe temporal headache and itchy throat called the doctor but only suggested sinus medication at this time i am taking 5mg once a day,0.0425,65,52,334,9,4,6,28,4.153846153846154,2010,10,14
119971,53,2,"""I took 50mg of Cozaar, 1 x daily for 5 days, had bad dreams, lightheaded and dizzy, and started having nosebleeds. I stopped taking it and I&#039;m calling doctor today.""",1,2014-05-02,124,arb blocker,-0.3499999999999999,negative,0.0,took 50mg cozaar 1 x daili 5 day bad dream lighthead dizzi start noseble stop take im call doctor today,-0.6999999999999998,i took 50mg of cozaar 1 x daily for 5 days had bad dreams lightheaded and dizzy and started having nosebleeds i stopped taking it and im calling doctor today,-0.3499999999999999,30,27,157,11,2,3,9,4.266666666666667,2014,5,2
65107,40,2,"""I went on it with my BP at 145/100 several years ago and it lowered it while eating a standard American diet. A few years ago, I started eating a whole foods diet (limiting processed foods) and had to take myself off the medicine because I would become faint when standing up.

Fast forward to a trip to Vegas in March of 2015. I went off the bus and fell back into the standard american diet having long ago stopped regularly monitoring my BP.  Four days ago, I woke up with a headache and called parents to inform them that wouldn&#039;t be making to Turkey Day dinner. Still had some pills remaining and took 50mg a day since along with 2 day fast and eating whole foods again. It&#039;s down to 124/80 after being at 201/113 four days ago. I&#039;m reducing to""",6,2015-11-30,36,oral hypoglycemics,-0.007037037037037036,negative,1.0,went bp 145 100 sever year ago lower eat standard american diet year ago start eat whole food diet limit process food take medicin becaus would becom faint stand fast forward trip vega march 2015 went bus fell back standard american diet long ago stop regular monitor bp four day ago woke headach call parent inform wouldnt make turkey day dinner still pill remain took 50mg day sinc along 2 day fast eat whole food 124 80 201 113 four day ago im reduc,-0.007539682539682539,i went on it with my bp at 145 100 several years ago and it lowered it while eating a standard american diet a few years ago i started eating a whole foods diet limiting processed foods and had to take myself off the medicine because i would become faint when standing up fast forward to a trip to vegas in march of 2015 i went off the bus and fell back into the standard american diet having long ago stopped regularly monitoring my bp four days ago i woke up with a headache and called parents to inform them that wouldnt be making to turkey day dinner still had some pills remaining and took 50mg a day since along with 2 day fast and eating whole foods again its down to 124 80 after being at 201 113 four days ago im reducing to,-0.007037037037037036,145,93,733,25,8,14,57,4.062068965517241,2015,11,30
81846,51,1,"""I started Victoza today. At only 0.6 mg. I felt so undeniably and utterly  unwell that I cannot imagine even trying it for a second day.  

 In summary, severe low blood sugar symptoms,  ravenously hungry  and I was also prescribe this for weight loss as well as diabetes,  headache, no energy, and a general feeling of being very not well. 

In short I do not recommend this to anyone.""",1,2017-02-07,7,oral hypoglycemics,0.03571428571428571,positive,0.0,start victoza today onli 0 6 mg felt undeni utter unwel cannot imagin even tri second day summari sever low blood sugar symptom raven hungri also prescrib weight loss well diabet headach energi general feel veri well short recommend anyon,0.010000000000000004,i started victoza today at only 0 6 mg i felt so undeniably and utterly unwell that i cannot imagine even trying it for a second day in summary severe low blood sugar symptoms ravenously hungry and i was also prescribe this for weight loss as well as diabetes headache no energy and a general feeling of being very not well in short i do not recommend this to anyone,0.03571428571428571,70,57,366,13,5,9,31,4.242857142857143,2017,2,7
102960,12,0,"""My Doctor gave me 2 weeks of Abilify, 2mg as a sample to take in addition to my 450mg of Wellbutrin. Made me extremely dizzy and had difficulty driving safely due to this. """,1,2010-04-03,41,antifungal (except metronidazole),-0.125,negative,0.0,doctor gave 2 week abilifi 2mg sampl take addit 450mg wellbutrin made extrem dizzi difficulti drive safe due,0.1875,my doctor gave me 2 weeks of abilify 2mg as a sample to take in addition to my 450mg of wellbutrin made me extremely dizzy and had difficulty driving safely due to this,-0.125,33,28,168,5,0,5,13,4.121212121212121,2010,4,3
198181,55,2,"""I have been taking Toprol XL for about 2 years. My doctor has now put me on 200mg twice a day, total 400mg a day, this had to be approve by my insurance company and it was. This is working for me, no side effects and my blood pressure is steady at 114/70.""",10,2008-06-17,83,beta blockers,0.08333333333333333,positive,1.0,take toprol xl 2 year doctor put 200mg twice day total 400mg day approv insur compani work side effect blood pressur steadi 114 70,0.0,i have been taking toprol xl for about 2 years my doctor has now put me on 200mg twice a day total 400mg a day this had to be approve by my insurance company and it was this is working for me no side effects and my blood pressure is steady at 114 70,0.08333333333333333,54,45,249,9,2,4,27,3.6296296296296298,2008,6,17
168763,77,0,"""I started Viibryd -- 20 mg/day -- over a year ago, when going thru a prolonged low. Like alot of folks, I&#039;ve tried many different things in 20+ years, gone thru the rollercoaster of titrating on, titrating off, having stuff work then stop working, etc. To my surprise, Viibryd has helped -- though the diarrhea and so forth were super annoying at first (then gradually abated). Unlike most anti-depressants, I could feel an effect within first week or two, even titrating very gradually.

I recently went up to 40/mg. Mood brighter, helps clear up the brain fog. Various effects on body: deeper sleep, intense dreams, increased sex drive (almost annoying), as well as GI stuff. So far, so good""",8,2015-05-30,57,opiod analgesics,0.09583333333333333,positive,1.0,start viibryd 20 mg day year ago go thru prolong low like alot folk ive tri mani differ thing 20 year gone thru rollercoast titrat titrat stuff work stop work etc surpris viibryd help though diarrhea forth super annoy first gradual abat unlik anti depress could feel effect within first week two even titrat veri gradual recent went 40 mg mood brighter help clear brain fog various effect bodi deeper sleep intens dream increas sex drive almost annoy well gi stuff far good,0.196969696969697,i started viibryd 20 mg day over a year ago when going thru a prolonged low like alot of folks ive tried many different things in 20 years gone thru the rollercoaster of titrating on titrating off having stuff work then stop working etc to my surprise viibryd has helped though the diarrhea and so forth were super annoying at first then gradually abated unlike most anti depressants i could feel an effect within first week or two even titrating very gradually i recently went up to 40 mg mood brighter helps clear up the brain fog various effects on body deeper sleep intense dreams increased sex drive almost annoying as well as gi stuff so far so good,0.09583333333333333,119,96,655,41,4,11,33,4.512605042016807,2015,5,30
32315,52,2,"""Headache. Pressure in forehead.Itching. I only take the the med at bedtime, which is obvious because of other side effects as dizziness, and because I don&#039;t drive at night.""",4,2016-10-28,26,ace inhibitor,-0.041666666666666664,negative,0.0,headach pressur forehead itch onli take med bedtim obvious becaus side effect dizzi becaus dont drive night,-0.0625,headache pressure in forehead itching i only take the the med at bedtime which is obvious because of other side effects as dizziness and because i dont drive at night,-0.041666666666666664,30,26,166,11,2,4,16,4.566666666666666,2016,10,28
119889,53,2,"""I have taken Lozartan 50 mgs for about 2 years. I had to stop . I am with left leg and back pain for 2 month. It is a side effect.
Doctor prescribe me another one yesterday.
 All I can say is that lozartan has too many side effects.""",7,2016-02-12,38,arb blocker,0.16666666666666666,positive,1.0,taken lozartan 50 mgs 2 year stop left leg back pain 2 month side effect doctor prescrib anoth one yesterday say lozartan mani side effect,0.0,i have taken lozartan 50 mgs for about 2 years i had to stop i am with left leg and back pain for 2 month it is a side effect doctor prescribe me another one yesterday all i can say is that lozartan has too many side effects,0.16666666666666666,48,40,224,8,4,8,22,3.6875,2016,2,12
102614,12,0,"""This medication is amazing, but after 2 months I gained 20lbs. :/""",10,2015-12-29,50,antifungal (except metronidazole),0.17500000000000004,positive,1.0,medic amaz 2 month gain 20lbs,0.0,this medication is amazing but after 2 months i gained 20lbs,0.6000000000000001,11,11,60,6,1,2,4,4.545454545454546,2015,12,29
102833,12,0,"""I have taken abilify for one year. It was prescribed as an add on to Cymbalta after a suicide attempt. I feel it boosts my mood. BUT I have gained 35 pounds. I can&#039;t imagine continuing on a medication with this side effect. It is not worth it to switch my angst over life circumstances to feeling depressed over a continual weight gain.""",3,2013-02-19,94,antifungal (except metronidazole),-0.15,negative,0.0,taken abilifi one year prescrib add cymbalta suicid attempt feel boost mood gain 35 pound cant imagin continu medic side effect worth switch angst life circumst feel depress continu weight gain,-0.10833333333333334,i have taken abilify for one year it was prescribed as an add on to cymbalta after a suicide attempt i feel it boosts my mood but i have gained 35 pounds i cant imagine continuing on a medication with this side effect it is not worth it to switch my angst over life circumstances to feeling depressed over a continual weight gain,-0.15,63,49,329,11,5,7,31,4.238095238095238,2013,2,19
44762,69,2,"""Taken for 2 months. Hate it. Side effects are awful :( HEADACHE, LOSS OF ENERGY, BONE/JOINT PAIN, RINGING IN EARS, NUMBNESS/TINGLING OF HANDS and TOES, LIGHT HEADED, CONFUSION, VISUAL ISSUES, SENSITIVITY TO LIGHT, COUGH, MUSCLE PAIN,STOMACH ACHE, TOO MUCH TO LIST. Does bring pressure down but may not last 24 hours. After 3 weeks my bp was finally lower than 140/90 in the mornings. Next appointment I&#039;m off this drug. Can&#039;t take it :(""",7,2016-03-11,52,ace inhibitor,-0.20462962962962963,negative,1.0,taken 2 month hate side effect aw headach loss energi bone joint pain ring ear numb tingl hand toe light head confus visual issu sensit light cough muscl pain stomach ach much list doe bring pressur may last 24 hour 3 week bp final lower 140 90 morn next appoint im drug cant take,-0.055555555555555546,taken for 2 months hate it side effects are awful headache loss of energy bone joint pain ringing in ears numbness tingling of hands and toes light headed confusion visual issues sensitivity to light cough muscle pain stomach ache too much to list does bring pressure down but may not last 24 hours after 3 weeks my bp was finally lower than 140 90 in the mornings next appointment im off this drug cant take it,-0.09555555555555553,76,70,411,33,29,6,22,4.421052631578948,2016,3,11
